State,District,Origin of Challenge,Date of Challenge/Removal,Type of Ban,Author,Title,Secondary Author(s),Illustrator(s),Translator(s)
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Howard, Greg","Middle School's a Drag, You Better Werk!",,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Howard, Greg",The Whispers,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Howe, James",Totally Joe (The Misfits Series),,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Hudson Jr., David L.",Teen Legal Rights,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Huegel, Kelly",GLBTQ*: The Survival Guide for Queer & Questioning Teens,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Hughes, Susan","No Girls Allowed: Tales of Daring Women Dressed as Men for Love, Freedom and Adventure",,"Dawson, Willow",
Texas,North East,Administrator,December 2021,Banned from Libraries,"Hurwin, Davida Wills",Freaks and Revelations,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Hutchinson, Shaun David",At the Edge of the Universe,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Hutchinson, Shaun David",Brave Face: A Memoir,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Hutchinson, Shaun David",The Five Stages of Andrew Brawley,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Hutchinson, Shaun David",The Past and Other Things That Should Stay Buried,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Hutchinson, Shaun David",We Are the Ants,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Hyde, Catherine Ryan",Jumpstart the World,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Hyde, Margaret O.",Safe Sex 101: An Overview for Teens,"Forsyth, Elizabeth H.",,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Irving, John",The Cider House Rules,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Jacobson, Jennifer Richard",Stained,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Jennings, Jazz",Being Jazz: My Life as a (Transgender) Teen,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Jewell, Tiffany","This Book Is Anti-Racist: 20 Lessons on How to Wake Up, Take Action, and Do the Work",,"Durand, Aurelia",
Texas,North East,Administrator,December 2021,Banned from Libraries,"Johnson, Cathy G.",The Breakaways,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Johnson, George M.",All Boys Aren't Blue,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Johnson, Varian",My Life as a Rhombus,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Jones, Carrie",Tips on Having a Gay (Ex) Boyfriend (Belle Series),,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Jones, Patrick",Combat Zone,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Juby, Susan",Another Kind of Cowboy,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Juettner, Bonnie",Abortion,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Kann, Claire",Let's Talk About Love,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Karcz, Lauren",The Gallery of Unfinished Girls,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Karre, Elizabeth",The Fight (Surviving Southside Series),,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Katcher, Brian",Almost Perfect,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Keil, Melissa",Life in Outer Space,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Kendi, Ibram X.",How to Be an Antiracist,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Kendi, Ibram X.",Stamped from the Beginning: The Definitive History of Racist Ideas in America,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Kern, Peggy",The Test (Bluford High Series),,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Kerr, M. E.","Hello, I Lied",,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Keyser, Amber J.",Underneath It All: A History of Women's Underwear,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Khan, Sabina",The Love and Lies of Rukhsana Ali,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Khorram, Adib",Darius the Great Deserves Better (Darius the Great Series),,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"King, A. S.",Ask the Passengers,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Klehr, Dawn",The Cutting Room Floor,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Klise, James",Love Drugged,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Kluger, Steve","My Most Excellent Year: A Novel of Love, Mary Poppins, and Fenway Park",,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Knowles, Jo",Pearl,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Knowles, Jo",See You at Harry's,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Koertge, Ron",Boy Girl Boy,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Konigsberg, Bill",Honestly Ben (Openly Straight Series),,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Konigsberg, Bill",Openly Straight (Openly Straight Series),,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Konigsberg, Bill",The Bridge,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Konigsberg, Bill",The Music of What Happens,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"La Sala, Ryan",Reverie,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"LaCour, Nina",Everything Leads to You,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"LaCour, Nina",You Know Me Well,"Levithan, David",,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Lange, Donna",Taking Responsibility: A Teen's Guide to Contraception and Pregnancy,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Larimore, Walter",The Ultimate Guys' Body Book: Not-So-Stupid Questions About Your Body,"Francis, Guy",,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Lauren, Christina",Autoboyography,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Lawson, Jamie","Rainbow Revolutions: Power, Pride and Protest in the Fight for Queer Rights",,"Knight, Eve Lloyd",
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Lawson, Richard",All We Can Do Is Wait,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Lecesne, Celeste",Absolute Brightness,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Lee, Stacey",The Downstairs Girl,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Levithan, David","Hold Me Closer: The Tiny Cooper Story (Will Grayson, Will Grayson Series)",,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Levithan, David",Love Is the Higher Law,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Levithan, David",Two Boys Kissing,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Levithan, David",Wide Awake,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Light, Kate",Gender Identity: The Search for Self,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Limb, Sue","Girl, (Nearly) 16: Absolute Torture",,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Linn, Laurent",Draw the Line,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Lo, Malinda",A Line in the Dark,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Lo, Malinda",Ash,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"London, Alex",Guardian (Proxy Series),,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"London, Alex",Proxy (Proxy Series),,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Love, Jessica",Julián at the Wedding (Julián Series),,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Lukavics, Amy",Daughters Unto Devils,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Lundin, Britta",Ship It,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Lurie, April",The Less-dead,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Lyon, George Ella",Sonny's House of Spies,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Mac, Carrie",10 Things I Can See From Here,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Mac, Carrie",Crush,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Mac, Carrie",The Way Back,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Machado, Carmen Maria",In the Dream House,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Maison, Corey",Identity: A Story of Transitioning,"Anthony, Zuiker","Smith, Ahmara",
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Manzer, Jenny",My Life as a Diamond,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Marcovitz, Hal",Teens & Sex,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"McAdam, Tash",Blood Sport,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"McBride, Sarah","Tomorrow Will Be Different: Love, Loss, and the Fight for Trans Equality",,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"McClintock, Norah",Masked,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"McCoy, Kathy",The Teenage Body Book,"Wibbelsman, Charles",,
Texas,North East,Administrator,December 2021,Banned from Libraries,"McIntosh, Kenneth",Gender Issues (Living with a Special Need),"Walker, Ida",,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"McLemore, Anna-Marie",When the Moon Was Ours,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Melleby, Nicole",In the Role of Brie Hutchens...,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Mesrobian, Carrie",Cut Both Ways,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Mitchell, Saundra",All the Things We Do in the Dark,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Mooney, Carla",Should Abortion Be Legal?,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Moore, Alan",V for Vendetta,,"Lloyd, David",
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Moskowitz, Hannah","Gone, Gone, Gone",,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Moskowitz, Hannah",Marco Impossible,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Myracle, Lauren",Kissing Kate,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Myracle, Lauren",Shine,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Nagle, Jeanne",Are You LGBTQ?,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Nagle, Jeanne",GLBT Teens and Society,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Nardo, Don",Should Teens Have Access to Birth Control?,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Nardo, Don",Teens and Gender Dysphoria,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Naylor, Phyllis Reynolds",Reluctantly Alice (Alice Series),,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Nelson, Jandy",I'll Give You the Sun,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Newman, Lesléa",October Mourning: A Song for Matthew Shepard,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Newman, Lesléa",Sparkle Boy,,"Mola, Maria",
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Nguyen, Trung Le",The Magic Fish,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Nordberg, Jenny",The Underground Girls of Kabul: in Search of a Hidden Resistance in Afghanistan,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Nutt, Amy Ellis",Becoming Nicole: The inspiring story of transgender actor-activist Nicole Maines and her extraordinary family,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"O'Connor, Maureen",Equal Rights,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Ogden, Charlie",Identity and Gender,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Oluo, Ijeoma",So You Want to Talk About Race,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Ortiz, Paul",An African American and Latinx History of the United States,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Oshiro, Mark",Each of Us a Desert,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Ostrovski, Emil",Away We Go,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Palmer, Bill",Homophobia: From Social Stigma to Hate Crimes,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Pardes, Bronwen","Doing It Right: Making Smart, Safe, and Satisfying Choices About Sex",,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Parks, Peggy J.",How Prevalent Is Racism in Society?,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Parks, Peggy J.",Teenage Sex and Pregnancy,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Patel, Sonia",Jaya and Rasa: A Love Story,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Patterson, James",Cradle and All,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Patterson, Richard North",Protect and Defend (Kerry Kilcannon Series),,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Payment, Simone","Friendship, Dating, and Relationships (Teens: Being Gay, Lesbian, Bisexual, or Transgender)",,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Peck, Richard",The Best Man,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Pelleschi, Andrea",Transgender Rights and Issues,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Peters, Julie Anne",Between Mom and Jo,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Peters, Julie Anne",Far from Xanadu,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Peters, Julie Anne",It's Our Prom (So Deal With It),,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Peters, Julie Anne",Keeping You a Secret,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Peters, Julie Anne",Lies My Girlfriend Told Me,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Peters, Julie Anne",Rage: A Love Story,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Peters, Julie Anne","She Loves You, She Loves You Not...",,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Petrikowski, Nicki Peter",Gender Identity (Teen Mental Health),,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Petrus, Junauda",The Stars and the Blackness Between Them,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Plum-Ucci, Carol",What Happened to Lani Garver,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Polacco, Patricia",In Our Mothers' House,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Polonsky, Ami",Gracefully Grayson,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Popović, Lana",The Blood Countess (Lady Slayers Series),,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Prager, Sarah",Rainbow Revolutionaries: Fifty LGBTQ+ People Who Made History,,"Papworth, Sarah",
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Prince, Liz",Tomboy: A Graphic Memoir,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Quindlen, Kelly",Late to the Party,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Quintero, Isabel","Gabi, a Girl in Pieces",,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Radziszewicz, Tina","Ready or Not?: A Girl's Guide to Making Her Own Decisions about Dating, Love, and Sex",,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Rainfield, Cheryl",Scars,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Ramos, NoNieqa",The Truth Is,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Rankine, Claudia",Citizen: An American Lyric,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Raskin, Jamin B.",We the Students: Supreme Court Cases for and about Students,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Reynolds, Jason",All American Boys,"Kiely, Brendan",,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Reynolds, Marilyn",Beyond Dreams (Hamilton High Series),,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Reynolds, Marilyn",Detour for Emmy,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Richardson, Justin",And Tango Makes Three,"Parnell, Peter","Cole, Henry",
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Rivera, Gabby",Juliet Takes a Breath,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Rodi, Robert",Finding Community,"Ross, Laura",,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Rodi, Robert",Living with Religion and Faith,"Ross, Laura",,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Roehrig, Caleb",White Rabbit,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Rose, Melody",Abortion: A Documentary and Reference Guide,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Rosen, Michael J.",Girls vs. Guys: Surprising Differences Between the Sexes,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Russo, Meredith",Birthday,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Russo, Meredith",If I Was Your Girl,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Rutledge, A. B.",Miles Away from You,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Ryan, Sara",Empress of the World (Battle Hall Davies Series),,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Ryan, Tom",I Hope You're Listening,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Salazar, Aida",The Moon Within,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Sanchez, Alex",Getting It,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Sanchez, Alex",Rainbow Boys (Rainbow Trilogy Series),,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Sanchez, Alex",Rainbow High (Rainbow Trilogy Series),,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Sanchez, Alex",Rainbow Road (Rainbow Trilogy Series),,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Sanchez, Alex",So Hard to Say,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Sanders, Rob",Pride: The Story of Harvey Milk and the Rainbow Flag,,"Salerno, Steven",
Texas,North East,Administrator,December 2021,Banned from Libraries,"Sanna, Emily",Gay Believers: Homosexuality and Religion,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Sass, A. J.",Ana on the Edge,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Schaeffer, Teresa",The Questions Within (Cutting Edge Series),,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Schmatz, Pat",Lizard Radio,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Scholinski, Daphne",The Last Time I Wore a Dress,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Seba, Jaime A.",Coming Out: Telling Family and Friends,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Seba, Jaime A.",Feeling Wrong in Your Own Body: Understanding What It Means to Be Transgender,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Seba, Jaime A.",Gay and Lesbian Role Models,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Seba, Jaime A.","Gay Issues and Politics: Marriage, the Military, & Work Place Discrimination",,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Seba, Jaime A.","Gay People of Color: Facing Prejudices, Forging Identities",,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Seba, Jaime A.","Gays and Mental Health: Fighting Depression, Saying No to Suicide",,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Seba, Jaime A.","Homosexuality Around the World: Safe Havens, Cultural Challenges",,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Seba, Jaime A.",The LGBT Community,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Self, Jeffery","A Very, Very Bad Thing",,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Selzer, Adam",Just Kill Me,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Shantz-Hilkes, Chloe",My Girlfriend's Pregnant!: A Teen’s Guide to Becoming a Dad,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Sharpe, Tess",Far from You,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Shaw, Tucker",The Hookup Artist,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Sherrard, Brent R.",Final Takedown,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Silvera, Adam",History Is All You Left Me,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Silvera, Adam",Infinity Son (Infinity Cycle Series),,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Silvera, Adam",More Happy Than Not,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Silvera, Adam",They Both Die at the End,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Sim, Tara",Chainbreaker (Timekeeper Series),,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Sim, Tara",Firestarter (Timekeeper Series),,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Simons, Rae","Gender Danger: Survivors of Rape, Human Trafficking, and Honor Killings",,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Skrutskie, Emily",The Edge of the Abyss (The Abyss Surrounds Us Series),,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Slater, Dashka",The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Smedley, Zack",Deposing Nathan,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Smith, Amber",Something Like Gravity,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Smith, Amber",The Last to Let Go,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Smith, Andrew",Grasshopper Jungle (Grasshopper Jungle Series),,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Smith, Andrew",Stick,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Smith, Mychal Denzel","Invisible Man, Got the Whole World Watching: A Young Black Man's Education",,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Smith, Niki",The Deep & Dark Blue,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Solomon, Andrew",Far from the Tree: How Children and Their Parents Learn to Accept One Another . . . Our Differences Unite Us,"Calkhoven, Laurie",,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Solomon, Andrew","Far From the Tree: Parents, Children and the Search for Identity",,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Sommer, Carl",SEX: If You're Scared of The Truth Don't Read This!,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Sones, Sonya",One of Those Hideous Books Where the Mother Dies,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Spalding, Amy",The Summer of Jordi Perez (And the Best Burger in Los Angeles),,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Spangler, Brie",Beast,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"St. James, James",Freak Show,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Stamper, Phil",As Far as You'll Take Me,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Stamper, Phil",The Gravity of Us,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Stevenson, Noelle",The Fire Never Goes Out: A Memoir in Pictures,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Stevenson, Robin",Big Guy,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Stevenson, Robin",En el bosque,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Stevenson, Robin",Pride: Celebrating Diversity & Community,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Stevenson, Robin",Under Threat,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Stone, Nic",Odd One Out,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Styron, William",The Confessions of Nat Turner,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Sugiura, Misa",It's Not Like It's a Secret,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Talley, Robin",As I Descended,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Talley, Robin",The Love Curse of Melody McIntyre,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Tamaki, Mariko",Laura Dean Keeps Breaking Up with Me,,"Valero-O'Connell, Rosemary",
Texas,North East,Administrator,December 2021,Banned from Libraries,"Tamaki, Mariko",This One Summer,,Jillian Tamaki,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Telgemeier, Raina",Drama: A Graphic Novel,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Tenold, Vegas",Everything You Love Will Burn: Inside the Rebirth of White Nationalism in America,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Terrell, Brandon",High Drama (Suspended Series),,,
